word_id,lesson_id,lesson_num,type,audio_id,arabic_text,transliteration,audio_path,sub_type,base_letter,duration_s
QUAIDA_00058,L2_QUAIDA_02,2,shapes,02_029,نی,noon-ya,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_029.wav,,,3.228
QUAIDA_00059,L2_QUAIDA_02,2,shapes,02_030,یی,ya-ya,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_030.wav,,,2.717
QUAIDA_00060,L2_QUAIDA_02,2,shapes,02_031,تنل,ta-noon-lam,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_031.wav,,,3.971
QUAIDA_00061,L2_QUAIDA_02,2,shapes,02_032,نبل,noon-ba-lam,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_032.wav,,,3.762
QUAIDA_00062,L2_QUAIDA_02,2,shapes,02_033,ثی,tha-ya,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_033.wav,,,2.81
QUAIDA_00063,L2_QUAIDA_02,2,shapes,02_034,ثثل,tha-tha-lam,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_034.wav,,,3.855
QUAIDA_00064,L2_QUAIDA_02,2,shapes,02_035,یتل,ya-ta-lam,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_035.wav,,,3.622
QUAIDA_00065,L2_QUAIDA_02,2,shapes,02_036,بیل,ba-ya-lam,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_036.wav,,,3.367
QUAIDA_00066,L2_QUAIDA_02,2,shapes,02_037,تین,ta-ya-noon,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_037.wav,,,3.622
QUAIDA_00067,L2_QUAIDA_02,2,shapes,02_038,بنن,ba-noon-noon,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_038.wav,,,3.39
QUAIDA_00068,L2_QUAIDA_02,2,shapes,02_039,نبن,noon-ba-noon,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_039.wav,,,3.669
QUAIDA_00069,L2_QUAIDA_02,2,shapes,02_040,حث,ha-tha,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_040.wav,,,2.786
QUAIDA_00070,L2_QUAIDA_02,2,shapes,02_041,ثثن,tha-tha-noon,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_041.wav,,,3.529
QUAIDA_00071,L2_QUAIDA_02,2,shapes,02_042,یتن,ya-ta-noon,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_042.wav,,,3.32
QUAIDA_00072,L2_QUAIDA_02,2,shapes,02_043,تحت,ta-Ha-ta,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_043.wav,,,3.413
QUAIDA_00073,L2_QUAIDA_02,2,shapes,02_044,جت,jeem-ta,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_044.wav,,,2.577
QUAIDA_00074,L2_QUAIDA_02,2,shapes,02_045,خب,kha-ba,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_045.wav,,,2.531
QUAIDA_00075,L2_QUAIDA_02,2,shapes,02_046,ة,ta,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_046.wav,,,1.741
QUAIDA_00076,L2_QUAIDA_02,2,shapes,02_047,بخت,ba-kha-ta,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_047.wav,,,3.181
QUAIDA_00077,L2_QUAIDA_02,2,shapes,02_048,یجب,ya-jeem-ba,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_048.wav,,,3.437
QUAIDA_00078,L2_QUAIDA_02,2,shapes,02_049,ته,ta-ha,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_049.wav,,,2.624
QUAIDA_00079,L2_QUAIDA_02,2,shapes,02_050,یه,ya-ha,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_050.wav,,,2.531
QUAIDA_00080,L2_QUAIDA_02,2,shapes,02_051,بة,ba-ta,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_051.wav,,,2.717
QUAIDA_00081,L2_QUAIDA_02,2,shapes,02_052,يهب,ya-ha-ba,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_052.wav,,,3.762
QUAIDA_00082,L2_QUAIDA_02,2,shapes,02_053,ھ,ha,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_053.wav,,,1.811
QUAIDA_00083,L2_QUAIDA_02,2,shapes,02_054,نة,noon-ta,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_054.wav,,,2.786
QUAIDA_00084,L2_QUAIDA_02,2,shapes,02_055,جد,jeem-daal,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_055.wav,,,2.879
QUAIDA_00085,L2_QUAIDA_02,2,shapes,02_056,بهم,ba-ha-meem,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_056.wav,,,3.669
QUAIDA_00086,L2_QUAIDA_02,2,shapes,02_057,بها,ba-ha-alif,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_057.wav,,,3.274
QUAIDA_00087,L2_QUAIDA_02,2,shapes,02_058,خز,kha-za,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_058.wav,,,2.786
QUAIDA_00088,L2_QUAIDA_02,2,shapes,02_059,جر,jeem-ra,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_059.wav,,,2.531
QUAIDA_00089,L2_QUAIDA_02,2,shapes,02_060,خذ,kha-Zhal,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_060.wav,,,2.902
QUAIDA_00090,L2_QUAIDA_02,2,shapes,02_061,سل,seen-laam,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_061.wav,,,3.367
QUAIDA_00091,L2_QUAIDA_02,2,shapes,02_062,تز,ta-za,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_062.wav,,,2.74
QUAIDA_00092,L2_QUAIDA_02,2,shapes,02_063,یر,ya-ra,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_063.wav,,,2.879
QUAIDA_00093,L2_QUAIDA_02,2,shapes,02_064,طب,ta-ba,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_064.wav,,,2.508
QUAIDA_00094,L2_QUAIDA_02,2,shapes,02_065,صب,saad-ba,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_065.wav,,,2.856
QUAIDA_00095,L2_QUAIDA_02,2,shapes,02_066,شل,sheen-laam,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_066.wav,,,3.855
QUAIDA_00096,L2_QUAIDA_02,2,shapes,02_067,غر,ghain-ra,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_067.wav,,,2.949
QUAIDA_00097,L2_QUAIDA_02,2,shapes,02_068,عز,ain-za,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_068.wav,,,2.995
QUAIDA_00098,L2_QUAIDA_02,2,shapes,02_069,ضا,dhaad-alif,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_069.wav,,,2.322
QUAIDA_00099,L2_QUAIDA_02,2,shapes,02_070,بعد,ba-ain-daal,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_070.wav,,,3.738
QUAIDA_00100,L2_QUAIDA_02,2,shapes,02_071,ضغ,dhaad-ghain,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_071.wav,,,3.042
QUAIDA_00101,L2_QUAIDA_02,2,shapes,02_072,صع,Saad-ain,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_072.wav,,,2.972
QUAIDA_00102,L2_QUAIDA_02,2,shapes,02_073,ئ,hamza,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_073.wav,,,1.974
QUAIDA_00103,L2_QUAIDA_02,2,shapes,02_074,ؤ,hamza,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_074.wav,,,2.229
QUAIDA_00104,L2_QUAIDA_02,2,shapes,02_075,تغذ,ta-ghain-zhal,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_075.wav,,,3.808
QUAIDA_00105,L2_QUAIDA_02,2,shapes,02_076,فقل,fa-qaaf-laam,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_076.wav,,,3.529
QUAIDA_00106,L2_QUAIDA_02,2,shapes,02_077,فو,fa-waaw,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_077.wav,,,2.415
QUAIDA_00107,L2_QUAIDA_02,2,shapes,02_078,قو,qaaf-waaw,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_078.wav,,,2.438
QUAIDA_00108,L2_QUAIDA_02,2,shapes,02_079,حم,ha-meem,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_079.wav,,,2.786
QUAIDA_00109,L2_QUAIDA_02,2,shapes,02_080,یف,ya-fa,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_080.wav,,,2.531
QUAIDA_00110,L2_QUAIDA_02,2,shapes,02_081,قفل,qaaf-fa-laam,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_081.wav,,,3.228
QUAIDA_00111,L2_QUAIDA_02,2,shapes,02_082,تمت,ta-meem-ta,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_082.wav,,,2.786
QUAIDA_00112,L2_QUAIDA_02,2,shapes,02_083,لم,laam-meem,C:/Users/PC/Desktop/Qaida_audios/2_alphabet_shapes_final.xlsx/02_083.wav,,,2.926
QUAIDA_00113,L3_QUAIDA_03,3,harakat,03_001,اَ,a,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_001.wav,harakat,ا,1.161
QUAIDA_00114,L3_QUAIDA_03,3,harakat,03_002,اِ,ie,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_002.wav,harakat,ا,0.813
QUAIDA_00115,L3_QUAIDA_03,3,harakat,03_003,اُ,Uu,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_003.wav,harakat,ا,0.882
QUAIDA_00116,L3_QUAIDA_03,3,harakat,03_004,بَ,ba,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_004.wav,harakat,ب,1.045
QUAIDA_00117,L3_QUAIDA_03,3,harakat,03_005,بِ,bi,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_005.wav,harakat,ب,1.277
QUAIDA_00118,L3_QUAIDA_03,3,harakat,03_006,بُ,bu,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_006.wav,harakat,ب,1.045
QUAIDA_00119,L3_QUAIDA_03,3,harakat,03_007,تَ,ta,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_007.wav,harakat,ت,1.045
QUAIDA_00120,L3_QUAIDA_03,3,harakat,03_008,تِ,ti,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_008.wav,harakat,ت,1.091
QUAIDA_00121,L3_QUAIDA_03,3,harakat,03_009,تُ,tu,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_009.wav,harakat,ت,1.045
QUAIDA_00122,L3_QUAIDA_03,3,harakat,03_010,ثَ,tha,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_010.wav,harakat,ث,1.045
QUAIDA_00123,L3_QUAIDA_03,3,harakat,03_011,ثِ,thi,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_011.wav,harakat,ث,1.207
QUAIDA_00124,L3_QUAIDA_03,3,harakat,03_012,ثُ,thu,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_012.wav,harakat,ث,1.022
QUAIDA_00125,L3_QUAIDA_03,3,harakat,03_013,جَ,ja,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_013.wav,harakat,ج,1.091
QUAIDA_00126,L3_QUAIDA_03,3,harakat,03_014,جِ,ji,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_014.wav,harakat,ج,1.068
QUAIDA_00127,L3_QUAIDA_03,3,harakat,03_015,جُ,ju,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_015.wav,harakat,ج,1.277
QUAIDA_00128,L3_QUAIDA_03,3,harakat,03_016,حَ,ha,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_016.wav,harakat,ح,1.161
QUAIDA_00129,L3_QUAIDA_03,3,harakat,03_017,حِ,hi,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_017.wav,harakat,ح,1.231
QUAIDA_00130,L3_QUAIDA_03,3,harakat,03_018,حُ,hu,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_018.wav,harakat,ح,1.138
QUAIDA_00131,L3_QUAIDA_03,3,harakat,03_019,خَ,kha,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_019.wav,harakat,خ,1.231
QUAIDA_00132,L3_QUAIDA_03,3,harakat,03_020,خِ,khi,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_020.wav,harakat,خ,1.138
QUAIDA_00133,L3_QUAIDA_03,3,harakat,03_021,خُ,khu,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_021.wav,harakat,خ,1.068
QUAIDA_00134,L3_QUAIDA_03,3,harakat,03_022,دَ,da,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_022.wav,harakat,د,1.068
QUAIDA_00135,L3_QUAIDA_03,3,harakat,03_023,دِ,di,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_023.wav,harakat,د,1.138
QUAIDA_00136,L3_QUAIDA_03,3,harakat,03_024,دُ,du,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_024.wav,harakat,د,0.998
QUAIDA_00137,L3_QUAIDA_03,3,harakat,03_025,ذَ,zha,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_025.wav,harakat,ذ,1.115
QUAIDA_00138,L3_QUAIDA_03,3,harakat,03_026,ذِ,zhi,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_026.wav,harakat,ذ,0.975
QUAIDA_00139,L3_QUAIDA_03,3,harakat,03_027,ذُ,zhu,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_027.wav,harakat,ذ,1.022
QUAIDA_00140,L3_QUAIDA_03,3,harakat,03_028,رَ,ra,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_028.wav,harakat,ر,1.115
QUAIDA_00141,L3_QUAIDA_03,3,harakat,03_029,رِ,ri,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_029.wav,harakat,ر,1.207
QUAIDA_00142,L3_QUAIDA_03,3,harakat,03_030,رُ,ru,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_030.wav,harakat,ر,1.138
QUAIDA_00143,L3_QUAIDA_03,3,harakat,03_031,زَ,za,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_031.wav,harakat,ز,1.045
QUAIDA_00144,L3_QUAIDA_03,3,harakat,03_032,زِ,zi,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_032.wav,harakat,ز,1.254
QUAIDA_00145,L3_QUAIDA_03,3,harakat,03_033,زُ,zu,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_033.wav,harakat,ز,1.091
QUAIDA_00146,L3_QUAIDA_03,3,harakat,03_034,سَ,sa,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_034.wav,harakat,س,1.115
QUAIDA_00147,L3_QUAIDA_03,3,harakat,03_035,سِ,si,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_035.wav,harakat,س,1.022
QUAIDA_00148,L3_QUAIDA_03,3,harakat,03_036,سِ,si,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_036.wav,harakat,س,1.231
QUAIDA_00149,L3_QUAIDA_03,3,harakat,03_037,شَ,sha,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_037.wav,harakat,ش,1.161
QUAIDA_00150,L3_QUAIDA_03,3,harakat,03_038,شِ,shi,C:/Users/PC/Desktop/Qaida_audios/3_harakat finalized/03_038.wav,harakat,ش,1.277
